category,name,name_zh,description,price,spice_level,dietary_tags,allergens,is_featured,status
Salad,Mix Vegetable Salad,,"Delight in nature's colours and flavours with our Mix Vegetable Salad. A vibrant assortment of fresh vegetables, including tomatoes, cucumbers, carrots, lettuce, and more, come together to create a refreshing and wholesome dish. This salad is a celebration of simplicity and healthful goodness, offering a taste of nature's finest ingredients.",10000,0,,,no,draft
Salad,Vegetable Salad,,"Our Vegetable Salad features a colorful mix of seasonal vegetables, each chosen for their freshness and texture. The base of the salad typically includes crisp lettuce or mixed greens, such as romaine, arugula, or baby spinach, which provide a light and slightly peppery foundation.",8000,0,,,no,draft
Shawarma,Chicken Shawama,,"Savour the essence of the Mediterranean with our Chicken Shawarma. Tender grilled chicken is wrapped in a warm pita, accented by crisp cabbage, creamy mayonnaise, zesty tomato ketchup, and the rich flavours of double sausage. A touch of chili sauce adds a kick of excitement, creating a delectable fusion of tastes that's perfect for a flavourful journey.""",2000,0,,,no,draft
Shawarma,Shawama Combo,,"Experience a taste adventure with our Shawarma Combo. This culinary delight features a trio of grilled goodness – tender chicken, succulent beef, and flavorful double sausage – all wrapped in a warm pita. Complemented by crisp cabbage, creamy mayonnaise, zesty tomato ketchup, and a touch of chili sauce, this combo offers a symphony of flavors that's both satisfying and exciting.",2500,0,,,no,draft
Shawarma,Beef Burger,,"Sink your teeth into a classic with our Beef Burger. Juicy beef patty cooked to perfection, nestled between two soft buns, and layered with fresh toppings. This burger is a testament to comfort and flavour, delivering a satisfying bite that captures the essence of timeless indulgence.",2000,0,,,no,draft
Smoothies,Blueberry Smoothies,,"Quench your thirst with our Blueberry Smoothie. A refreshing blend of plump blueberries, creamy yogurt, and a touch of sweetness, creating a delightful symphony of flavours. This smoothie is a burst of fruity goodness that's both refreshing and rejuvenating.",4000,0,,,no,draft
Smoothies,Watermelon Smoothies,,"Beat the heat with our Watermelon Smoothie. A revitalizing concoction of juicy watermelon, blended to perfection, offering a refreshing burst of natural sweetness. This smoothie is the perfect way to stay hydrated and cool down on a hot day.",4000,0,,,no,draft
Smoothies,Strawberry Pineapple,,"Experience a tropical delight with our Strawberry Pineapple Smoothie. A harmonious blend of sweet strawberries and tangy pineapple, combined with a smooth and creamy texture. This smoothie is a taste of paradise that's both invigorating and delicious.",4000,0,,,no,draft
Smoothies,Fruit Punch,,"Quench your thirst with our vibrant Fruit Punch. A delightful fusion of assorted fruits, expertly combined to create a refreshing and colourful medley. This punch is a symphony of flavours that's as visually appealing as it is satisfying, offering a taste of fruity delight in every sip.""",4000,0,,,no,draft
Smoothies,Banana Smothies,,"Indulge in creamy goodness with our Banana Smoothie. Ripe bananas blended to perfection, creating a luscious and satisfying drink. This smoothie is a simple yet delightful treat that offers a taste of wholesome sweetness in every sip.",4000,0,,,no,draft
Smoothies,Strawberry Smothie,,"Experience a burst of berry bliss with our Strawberry Smoothie. Ripe strawberries blended into a velvety concoction, offering a delightful balance of sweet and tangy flavours. This smoothie is a refreshing and invigorating choice that captures the essence of nature's goodness.",4000,0,,,no,draft
Smoothies,Mango/Banana Smothie,,"Enjoy a tropical fusion with our Mango Banana Smoothie. The creamy sweetness of ripe mangoes harmoniously blended with the wholesome goodness of bananas, creating a velvety and satisfying drink. This smoothie is a taste of paradise that's both refreshing and indulgent.",4000,0,,,no,draft
Smoothies,Mixed Berries and Banana,,"Delight in a burst of berry goodness with our Mixed Berries and Banana Smoothie. A medley of vibrant berries, complemented by the creamy sweetness of bananas, creates a harmonious blend of flavours. This smoothie is a celebration of nature's vibrant palette, offering a refreshing and rejuvenating experience.",4000,0,,,no,draft
Smoothies,Vanilla Bean,,"Experience pure elegance with our Vanilla Bean Smoothie. The smooth richness of vanilla beans is expertly blended into a velvety concoction, offering a taste of sophistication and comfort in every sip. This smoothie is a timeless choice that captures the essence of indulgence.",4000,0,,,no,draft
Smoothies,Coconut Smothies,,Escape to a tropical paradise with our Coconut Smoothie. Creamy coconut milk combines with a medley of flavours to create a velvety and refreshing concoction. This smoothie is a taste of exotic delight that transports you to the tranquil shores of the beach.,4000,0,,,no,draft
Mocktails,Shirley Temple,,"Indulge in a delightful and non-alcoholic treat with our Shirley Temple. This classic mocktail features a bubbly blend of ginger ale, grenadine, and a maraschino cherry garnish. With its vibrant colour and refreshing taste, the Shirley Temple is the perfect choice for those seeking a touch of sweetness and a moment of fun.",4000,0,,,no,draft
Mocktails,Berry Burlesque,,"Experience a burst of berry bliss with our Berry Burlesque mocktail. A tantalizing fusion of assorted berries, elegantly combined with a touch of citrus and a hint of mint. This mocktail offers a playful dance of flavours that's both refreshing and seductive, capturing the essence of fruity delight in every sip.",4000,0,,,no,draft
Mocktails,Virgin Cucumber,,"Refresh your palate with our Virgin Cucumber mocktail. Crisp cucumber mingles with a delicate blend of citrus and herbs, creating a drink that's both rejuvenating and invigorating. This mocktail offers a soothing and cooling sensation, perfect for those who appreciate the purity of flavours and a moment of tranquillity.",4000,0,,,no,draft
Mocktails,Pineapple Ginger Beer,,"Embark on a tropical journey with our Pineapple Ginger Beer mocktail. The vibrant sweetness of pineapple is paired with the gentle heat of ginger, creating a refreshing and zesty concoction. This mocktail is a celebration of exotic flavours and a touch of spice, offering a taste of the tropics with a delightful twist.",4000,0,,,no,draft
Mocktails,Pineapple Cobbler Strawberry Juice,,"Indulge in a fruity fusion with our Pineapple Cobbler Strawberry Juice. Ripe pineapple and succulent strawberries are expertly combined to create a refreshing and vibrant concoction. This juice is a harmonious blend of tropical and berry flavours, offering a taste of indulgence that's both satisfying and invigorating.",4000,0,,,no,draft
Mocktails,Virgin Polama,,"Experience a taste of elegance with our Virgin Polama mocktail. This refined creation combines a medley of fruit juices and a hint of mint, delivering a refreshingly sophisticated sip. Perfect for those who seek a balanced and invigorating drink, our Virgin Polama offers a moment of pure indulgence without the alcohol.",4000,0,,,no,draft
Mocktails,Revitalize,,"Revitalize your senses with our aptly named Revitalizer mocktail. A rejuvenating blend of citrus juices, herbal infusions, and a touch of sparkling water, creating a drink that's both invigorating and refreshing. This mocktail offers a burst of natural flavours that awaken the palate and energize the spirit.",4000,0,,,no,draft
Mocktails,Coco-Colade,,"Experience the best of two worlds with our Coco-Colade mocktail. A playful fusion of coconut water and the classic taste of cola, creating a refreshing and surprising concoction. This mocktail offers a unique combination of flavours that's both nostalgic and revitalizing, perfect for those seeking a taste adventure.",4000,0,,,no,draft
Mocktails,Chapman,,"Experience the spirit of togetherness with our Chapman mocktail. A delightful fusion of citrus juices, grenadine, aromatic bitters, and a hint of ginger ale, creating a refreshing and flavourful concoction. This mocktail is a celebration of camaraderie and enjoyment, capturing the essence of Nigerian hospitality in every sip.",4000,0,,,no,draft
Mocktails,After Glow,,"Experience the beauty of a sunset in a glass with our After Glow mocktail. A mesmerizing blend of orange, pineapple, and cranberry juices create a stunning gradient of colours. This mocktail offers a refreshing and tangy taste that captures the magical transition from day to night in a single sip.",4000,0,,,no,draft
Snacks and Ice Cream,Meat Pie,,"Indulge in a savoury delight with our Meat Pie. Flaky pastry encases a flavourful mixture of seasoned meat, creating a handheld treat that's both satisfying and comforting. This classic dish is a testament to culinary craftsmanship, offering a taste of warmth and nostalgia in every bite.",700,0,,,no,draft
Snacks and Ice Cream,Chicken Pie,,"Experience comfort in every bite with our Chicken Pie. Tender pieces of chicken are enveloped in a flaky pastry crust, creating a savoury delight that's both satisfying and flavourful. This timeless favourite captures the essence of home-cooked goodness and culinary excellence.",700,0,,,no,draft
Snacks and Ice Cream,Doughnuts,,"Delight in a sweet treat with our Doughnuts. These fluffy and perfectly fried pastries offer a satisfyingly soft interior and a delectably golden exterior. Topped with an array of glazes, sprinkles, or powdered sugar, our doughnuts promise a delightful burst of flavour and a moment of pure indulgence.",600,0,,,no,draft
Snacks and Ice Cream,Puff Puff,,"Savour the magic of our Puff Puff. These delightful, golden-brown spheres are a celebration of fried dough goodness. With their crispy exterior and soft, airy interior, Puff Puff is a beloved snack that's perfect for enjoying on its own or sharing with friends.",300,0,,,no,draft
Snacks and Ice Cream,Ice Cream Family Size,,"Experience pure delight with our Ice Cream. A symphony of flavours and textures awaits, as you indulge in creamy scoops of frozen goodness. From classic vanilla to exciting combinations, our ice cream is a sweet escape that offers a moment of joy and comfort.",6000,0,,,no,draft
Snacks and Ice Cream,Ice Cream,,"Experience pure delight with our Ice Cream. A symphony of flavours and textures awaits, as you indulge in creamy scoops of frozen goodness. From classic vanilla to exciting combinations, our ice cream is a sweet escape that offers a moment of joy and comfort.",3000,0,,,no,draft
Snacks and Ice Cream,Ice Cream,,"Experience pure delight with our Ice Cream. A symphony of flavours and textures awaits, as you indulge in creamy scoops of frozen goodness. From classic vanilla to exciting combinations, our ice cream is a sweet escape that offers a moment of joy and comfort.",600,0,,,no,draft
Snacks and Ice Cream,Ice Cream,,"Experience pure delight with our Ice Cream. A symphony of flavours and textures awaits, as you indulge in creamy scoops of frozen goodness. From classic vanilla to exciting combinations, our ice cream is a sweet escape that offers a moment of joy and comfort.",1300,0,,,no,draft
Snacks and Ice Cream,Moi Moi,,Enjoy our delicious Moi Moi,600,0,,,no,draft
Drinks,Hot Chocolate,,"Embrace warmth and decadence with our Hot Chocolate. A velvety blend of rich cocoa and steaming milk, topped with a dollop of whipped cream or marshmallows. This comforting beverage is a soothing embrace on chilly days, offering a taste of indulgence that warms both body and soul.",1,0,,,no,draft
Drinks,Cappuccino,,"Awaken your senses with our Cappuccino. A harmonious blend of bold espresso, velvety steamed milk, and a delicate layer of frothy foam. This classic coffee creation offers a balance of strength and smoothness, making it a delightful choice for those seeking both flavour and sophistication.",10,0,,,no,draft
Drinks,Brewed Coffee,,"Experience the essence of simplicity with our Brewed Coffee. Expertly crafted from freshly ground beans, this coffee delivers a robust and satisfying flavour that captures the true character of the bean. Whether enjoyed on its own or customized to your taste, our brewed coffee offers a comforting and energizing sip.",10,0,,,no,draft
Drinks,Lipton Tea,,"Enjoy a timeless classic with our Lipton Tea. A soothing and flavourful blend that offers a comforting sip of relaxation. Served hot or cold, Lipton Tea is a perfect companion for moments of reflection and rejuvenation.",10,0,,,no,draft
Drinks,Top Tea,,"Discover a world of flavours with our Top Tea. This premium blend offers a delightful infusion of carefully selected tea leaves, creating a cup that's both aromatic and satisfying. Whether enjoyed alone or with friends, our Top Tea promises a taste of quality and refinement.",10,0,,,no,draft
Drinks,Nescafe,,"Awaken your senses with our Nescafé. A rich and invigorating cup of instant coffee that offers the perfect pick-me-up. Whether enjoyed as a quick morning ritual or a midday boost, Nescafé delivers a bold and flavourful experience that's both convenient and satisfying.",1,0,,,no,draft
Drinks,Vanilla Milkshake,,"Awaken your senses with our Nescafé. A rich and invigorating cup of instant coffee that offers the perfect pick-me-up. Whether enjoyed as a quick morning ritual or a midday boost, Nescafé delivers a bold and flavourful experience that's both convenient and satisfying.",1,0,,,no,draft
Drinks,Strawberry Milkshake,,"Indulge in a taste of sweetness with our Strawberry Milkshake. Ripe strawberries are blended to perfection with creamy milk, creating a velvety concoction that's both refreshing and delightful. This milkshake is a burst of fruity goodness that offers a moment of pure indulgence.",1,0,,,no,draft
Drinks,Chocolatte Oreos Milkshake,,"Experience a decadent treat with our Chocolate Oreo Milkshake. Rich chocolate meets the classic crunch of Oreo cookies, all blended together with creamy milk to create a luscious concoction. This milkshake is a harmonious fusion of flavours and textures, offering a taste of indulgence that's truly unforgettable.",1,0,,,no,draft
Drinks,Mocha Shake,,"Indulge in the best of both worlds with our Mocha Shake. A delightful fusion of rich espresso and velvety chocolate, expertly blended to create a decadent and satisfying concoction. This shake is a harmony of flavours that captures the essence of coffee and chocolate, offering a moment of pure delight.",1,0,,,no,draft
Drinks,Banana Shake,,Experience creamy goodness with our Banana Shake. Ripe bananas are blended with creamy milk to create a smooth and satisfying concoction. This shake is a simple yet delightful treat that offers a taste of natural sweetness and comfort in every sip.,1,0,,,no,draft
Drinks,"Wazobia ( Banana ,Milk and Peanut)",,"Discover a unique blend of flavours with our Wazobia Shake. Ripe bananas, creamy milk, and the wholesome goodness of peanuts come together to create a rich and satisfying concoction. This shake is a celebration of diverse tastes, offering a taste of indulgence that's both familiar and exciting.",1,0,,,no,draft
Drinks,"Cocoyolada (Banana ,Coconut,Milk and Pineapple))",,"Escape to a tropical paradise with our Cocoyolada Shake. Ripe bananas, the creamy essence of coconut, refreshing pineapple, and creamy milk harmoniously blend to create a luscious and exotic concoction. This shake is a journey through flavours, offering a taste of the tropics and a moment of pure indulgence.",1,0,,,no,draft
Drinks,Cafe De-Lite,,"Experience a symphony of flavours with our Café De-Lite. This luxurious creation combines rich coffee, creamy vanilla ice cream, tangy yogurt, the lusciousness of coconut milk, and the freshness of apple. This indulgent drink offers a harmonious fusion of tastes that's both invigorating and delightfully satisfying.",1,0,,,no,draft
Drinks,Jack Daniel,,"Embrace the legendary spirit of Jack Daniel's. This iconic Tennessee whiskey embodies a legacy of craftsmanship and flavour, offering a smooth and distinctive taste that captures the essence of tradition and quality. Whether savoured neat, on the rocks, or as the base for a classic cocktail, Jack Daniel's is a symbol of timeless enjoyment.",1,0,,,no,draft
Drinks,Tequila,,"Experience the vibrant spirit of Tequila. Crafted from the blue agave plant, this distilled beverage offers a range of flavours, from the earthy notes of Blanco to the oak-aged complexities of reposado and añejo. Served as a shot, in cocktails, or sipped slowly, Tequila promises a taste of Mexico's rich culture and zest for life.",1,0,,,no,draft
Drinks,Smirnoff XL,,"Delight in the refreshing essence of Smirnoff XL. This iconic vodka offers a clean and smooth taste that's perfect for cocktails and mixing. Whether you're enjoying it on the rocks or crafting your favourite drink, Smirnoff XL promises a versatile and satisfying experience that's synonymous with quality and enjoyment.",1,0,,,no,draft
Drinks,Barcardi,,"Experience the spirit of the Caribbean with Bacardi. This renowned rum brand offers a wide range of options, from the light and versatile Bacardi Superior to the rich and complex flavours of aged varieties. Whether in cocktails or enjoyed neat, Bacardi captures the essence of the islands and delivers a taste of tropical indulgence.",1,0,,,no,draft
Drinks,Red Label,,"Experience the essence of Johnnie Walker Red Label. This iconic Scotch whisky offers a blend of bold flavours, creating a drink that's both robust and versatile. With a mix of malt and grain whiskies, Red Label is a go-to choice for those seeking a balanced and timeless whisky experience.",1,0,,,no,draft
Drinks,Hennessy,,"Indulge in the elegance of Hennessy. This renowned cognac boasts a legacy of craftsmanship that spans centuries, offering a rich and complex taste that's synonymous with luxury. With its blend of eaux-de-vie and distinct notes of fruit and spice, Hennessy captures the essence of refined enjoyment and sophistication.",1,0,,,no,draft
Drinks,Tea with Lemon Infusion,,"Elevate your tea experience with our Lemon Infusion Tea. A harmonious blend of your favourite tea complemented by the bright and zesty essence of lemon. This infusion offers a refreshing twist that's both invigorating and soothing, creating a perfect balance of flavours for your sipping pleasure",1,0,,,no,draft
Drinks,Tea with Ginger Infusion,,"Discover the warmth of our Ginger Infusion Tea. Your chosen tea is artfully paired with the invigorating and spicy notes of ginger. This infusion delivers a comforting and revitalizing experience, offering a blend of flavours that's both soothing and invigorating.",1,0,,,no,draft
Drinks,Water,,"Quench your thirst with the pure simplicity of water. This essential and life-giving beverage offers refreshment and hydration, providing a clean and clear taste that's both essential for your well-being and a perfect companion for any meal or occasion.",1,0,,,no,draft
Drinks,Soda,,"Enjoy the effervescent delight of soda. This fizzy and flavourful beverage comes in a range of exciting flavours, offering a refreshing and bubbly experience. Whether enjoyed on its own or paired with your favourite dishes, soda adds a touch of excitement to your palate.",1,0,,,no,draft
Drinks,Red Bull,,"Unleash your energy with Red Bull. This iconic energy drink offers a refreshing blend of caffeine, taurine, B-vitamins, and other ingredients that provide a boost of vitality and focus. Whether you need an extra kick to power through the day or to fuel your active lifestyle, Red Bull is a popular choice for those seeking a burst of energy.",1,0,,,no,draft
Drinks,Climax,,"Elevate your energy with Climax Energy Drink. Designed to provide a revitalizing boost, this drink combines a mix of ingredients to help enhance focus and stamina. Whether you're aiming to conquer your goals or stay alert, Climax Energy Drink is a choice for those seeking an invigorating experience.",1,0,,,no,draft
Drinks,Monster Energy Drink,,"Unleash the beast with Monster Energy Drink. Packed with caffeine, taurine, and a blend of other energizing ingredients, this iconic beverage offers a bold and powerful boost of vitality. Whether you're looking to conquer challenges or power through your day, Monster Energy Drink is a choice for those seeking an electrifying burst of energy.",1,0,,,no,draft
Drinks,Power Horse Energy Drink,,"Experience a surge of energy with Power HoRse Energy Drink. Crafted to provide a dynamic boost, this beverage combines a mix of invigorating ingredients to help enhance focus and stamina. Whether you're facing a busy day or need an extra push during workouts, Power House Energy Drink is designed to empower your performance.",1,0,,,no,draft
Drinks,Heineken,,"Embrace the timeless taste of Heineken. This world-renowned lager offers a balanced and refreshing flavour profile, perfect for those who appreciate a crisp and smooth beer. With its distinctive green bottle and iconic label, Heineken is a symbol of quality and enjoyment, inviting you to savour the moment.",1,0,,,no,draft
Drinks,Hero,,"HERO A rich and complex craft beer that embodies the artistry of brewing. This unique beer boasts a deep amber hue, with hints of caramel and toasted malt on the nose. With a well-balanced blend of floral hops and a touch of citrus, it offers a smooth and satisfying taste. The creamy head enhances the overall sensory experience, making it a perfect companion for moments of relaxation and enjoyment.",1,0,,,no,draft
Drinks,Orijin Can,,"Discover the authentic taste of Orijin Can Beer. Crafted with meticulous care, this beer offers a delightful fusion of flavors that captures the spirit of Africa. With its rich and balanced profile, Orijin Can Beer delivers a satisfying blend of malt and hops, creating a refreshing and crisp taste. Whether shared with friends or enjoyed in solitude, Orijin Can Beer is a tribute to culture and craftsmanship.",1,0,,,no,draft
Drinks,Sminoff Ice,,"Experience a refreshing twist with Smirnoff Ice. This iconic malt beverage combines the crispness of citrus flavours with the smoothness of Smirnoff Vodka. The result is a balanced and invigorating drink that offers a zesty kick and a touch of sweetness. Whether enjoyed on a sunny day or as a lively addition to social gatherings, Smirnoff Ice is a popular choice for those seeking a flavourful and fun beverage.",1,0,,,no,draft
Drinks,Guniess,,"Indulge in the iconic taste of Guinness Beer. With its deep, dark colour and creamy head, Guinness is a symbol of craftsmanship and tradition. The beer's velvety texture and rich flavours of roasted malt, hints of coffee, and a touch of bitterness create a distinctive and complex profile. Whether poured in a classic pint glass or enjoyed straight from the bottle, Guinness Beer invites you to savour the depth and character of this timeless stout.",1,0,,,no,draft
Drinks,Star Beer,,"Discover the bright taste of Star Beer. This lager offers a refreshing and crisp profile, making it a popular choice for those seeking a light and easy-drinking experience. With a golden hue and a well-balanced blend of malt and hops, Star Beer is a versatile option that's perfect for both casual gatherings and moments of relaxation. Raise a glass to the simple pleasures of a refreshing lager.",1,0,,,no,draft
Drinks,Origin Betters,,"Experience the essence of tradition with our Origin Bitters. A distinct African blend of carefully selected herbs and botanicals, expertly crafted to create a unique and flavourful infusion. This bitters mix adds a layer of complexity to your beverages, offering a taste of cultural heritage and a potential burst of healthful benefits.",1,0,,,no,draft
Drinks,Smirnoff Double Black,,"Embrace the boldness of the night with Smirnoff Double Black. This premium vodka offers a smooth and daring taste, meticulously crafted to deliver a richer and more intense vodka experience. Whether enjoyed on its own or as the foundation of your favourite cocktails, Smirnoff Double Black is a tribute to modern sophistication and unforgettable moments.",1,0,,,no,draft
Drinks,Chinese Tea,,"Immerse yourself in the time-honoured tradition of Chinese Tea. Crafted with meticulous care, our selection offers a captivating range of flavours and aromas. From the delicate notes of green tea to the robust richness of oolong, each sip tells a story of heritage and expertise. Discover the art of tea appreciation as you savour the diverse nuances that Chinese tea brings to every cup.",2000,0,,,no,draft
Wines,Drostdy Extra White Wine,,"Savour the crisp elegance of Drostdy Extra White Wine. This well-crafted wine delivers a harmonious balance of fruity and floral notes, offering a refreshing and sophisticated taste. Whether enjoyed on its own or paired with a variety of dishes, Drostdy Extra White Wine is a testament to the art of winemaking.",1,0,,,no,draft
Wines,Domino Del Ray White Wine,,"Indulge in the charm of Domino Del Ray White Wine. This exquisite selection boasts a delicate blend of flavors, from citrusy undertones to a hint of floral notes, creating a wine that's both refreshing and refined. With its smooth profile, Domino Del Ray White Wine is the perfect companion for moments of relaxation and enjoyment.",1,0,,,no,draft
Wines,Four Cousins White,,"Experience the elegance of Four Cousins White Wine. This fine selection offers a harmonious blend of crisp citrus and delicate floral notes, creating a wine that's both refreshing and inviting. With its balanced flavours and smooth finish, Domino Del Ray White Wine is the embodiment of sophistication and enjoyment.",1,0,,,no,draft
Wines,Carlo Rossi Sweet Red,,"Embrace the sweet side of life with Carlo Rossi Sweet Red Wine. This delectable choice offers a luscious fusion of ripe berry flavours and a touch of sweetness, creating a wine that's both indulgent and approachable. Perfect for those who appreciate a hint of sweetness in their wine, Carlo Rossi Sweet Red is a delightful companion to moments of enjoyment.",1,0,,,no,draft
Wines,Carlo Rossi White,,"Discover the enchantment of Carlo Rossi White Wine. With its inviting bouquet and a palate of crisp fruitiness, this white wine brings a touch of elegance to your glass. Whether enjoyed on a warm afternoon or as the perfect complement to a delightful meal, Carlo Rossi White offers a harmonious balance of flavours that embodies the essence of indulgence.""",1,0,,,no,draft
Wines,Carlo Rossi California Red,,"Experience the allure of the Golden State with Carlo Rossi California Red Wine. A tribute to the sun-soaked vineyards, this red wine offers a medley of rich berry flavours, a velvety texture, and a touch of warmth. From the first sip to the last, Carlo Rossi California Red takes you on a journey through California's finest vineyards, encapsulating the spirit of wine country in every pour.",1,0,,,no,draft
Wines,Nederbarg,,One of the best around thats it.,1,0,,,no,draft
Wines,Fourth Street Sweet Red,,"Indulge in the sweetness of life with Fourth Street Sweet Red Wine. This wine captivates the senses with its luscious berry flavours and a gentle hint of sweetness. A perfect balance of fruitiness and charm, Fourth Street Sweet Red is an invitation to savour the joyous moments and celebrate the pleasures of the palate.",1,0,,,no,draft
Wines,Chamdon,,"Chamdon is a refreshing and delicious sparkling grape juice that is perfect for any occasion. It is made with the highest quality grapes and is free of alcohol, so it is perfect for people who are looking for a non-alcoholic beverage. Chamdon can be enjoyed on its own or paired with a variety of foods, making it the perfect drink for any celebration.",1,0,,,no,draft
Wines,Veleta,,"Veleta is made from the finest red grapes and is free of alcohol, so it is perfect for people who are looking for a healthier option. It is also a good choice for people who are driving or who are pregnant. Veleta can be enjoyed on its own or paired with a variety of light meals, making it the perfect drink for any occasion.",1,0,,,no,draft
Wines,Pure Heaven,,"Pure Heaven is a non-alcoholic wine that is made with the same care and attention to detail as a traditional wine. It is free of alcohol, but it still has the same rich flavour and aroma. Pure Heaven is the perfect choice for people who want to enjoy the taste of wine without the negative effects of alcohol. It is also a good choice for people who are driving or who are pregnant.",1,0,,,no,draft
Wines,Andre Brut,,"Andre Brut is a sparkling wine from France. It is made from a blend of Chardonnay, Pinot Noir, and Pinot Meunier grapes. It is a dry sparkling wine with a light body and a refreshing acidity. Andre Brut has a pale yellow color with green sparkles. It has a fruity aroma with notes of apple, pear, and citrus. The taste is crisp and refreshing with a hint of sweetness. Andre Brut is a versatile wine that can be enjoyed on its own or paired with a variety of foods.",1,0,,,no,draft
Wines,Andre Rose,,"Embrace the allure of André Rosé Wine. This elegant rosé captivates with its delicate pink hue and a symphony of fruit flavours. With its light and refreshing profile, André Rosé is the embodiment of laid-back sophistication, making it a delightful choice for celebrations and moments of relaxation.",1,0,,,no,draft
Wines,Bree Red,,"Experience the vibrant character of Bree Red Wine. With its rich and expressive flavours, this red wine offers a captivating journey through layers of fruitiness and subtle complexity. Bree Red is a testament to the art of winemaking, inviting you to savour its bold personality and enjoy the pleasures of a well-crafted wine.",1,0,,,no,draft
Wines,Moet,,"Elevate your celebrations with Moët & Chandon. A symbol of luxury and refinement, Moët & Chandon Champagne embodies the art of sparkling excellence. With its effervescent charm, elegant notes, and a legacy of craftsmanship, Moët & Chandon brings a touch of opulence to every toast and special occasion.",1,0,,,no,draft
Wines,Escudo Rojo,,"Discover the elegance of Escudo Rojo. This distinguished wine presents a blend of rich flavours, showcasing the artistry of winemaking. With its deep character and a harmonious balance of notes, Escudo Rojo captures the essence of refinement and invites you to enjoy the pleasures of a well-crafted red wine.",1,0,,,no,draft
Spirits/Cream Liquor,Jameson,,"Raise your glass to the iconic taste of Jameson Irish Whiskey. With its smooth and versatile profile, Jameson captures the spirit of Ireland's finest distilling traditions. Delight in the harmonious blend of malted and unmated grains, carefully distilled and aged to perfection. Whether sipped neat, on the rocks, or in your favourite cocktail, Jameson is a timeless choice for those who appreciate the art of whiskey.""",1,0,,,no,draft
Spirits/Cream Liquor,Jack Daniels,,"Indulge in the iconic allure of Jack Daniel's Tennessee Whiskey. With its smooth and distinctive character, Jack Daniel's offers a harmonious balance of caramel sweetness and a touch of oak. Savour the richness of each sip as you embrace the legacy of craftsmanship that has made Jack Daniel's a symbol of American whiskey tradition.",1,0,,,no,draft
Spirits/Cream Liquor,Baileys Irish Cream,,"Delight in the velvety indulgence of Baileys Irish Cream. This luxurious liqueur blends the richness of Irish whiskey with the smoothness of cream, creating a sumptuous and versatile treat. Whether enjoyed on its own, over ice, or as a delightful addition to your favourite dessert, Baileys Irish Cream offers a taste of sophistication and comfort in every sip.",1,0,,,no,draft
Spirits/Cream Liquor,Josnnie Walker Black Label,,"Savour the depth of flavour in Johnnie Walker Black Label Scotch Whisky. This esteemed blend offers a rich and smoky character, harmoniously combining whiskies from various regions. With its notes of fruit, vanilla, and a hint of peat, Johnnie Walker Black Label is a testament to the art of blending, delivering a taste of complexity and sophistication in every pour.",1,0,,,no,draft
Spirits/Cream Liquor,Glenfiddich,,"Embark on a journey of craftsmanship with Glenfiddich Single Malt Scotch Whisky. Distilled in the heart of Scotland, Glenfiddich captures the essence of the Highlands in every drop. With its distinct flavours of fruit, oak, and a touch of honey, this whisky offers a rich and rewarding experience for those who appreciate the art of single malt.",1,0,,,no,draft
Spirits/Cream Liquor,Johnnie Walker Red,,"Embrace the vibrant character of Johnnie Walker Red Label Scotch Whisky. This renowned blend captures a symphony of flavours, delivering a smooth and versatile profile. With its notes of vanilla, spices, and a touch of smokiness, Johnnie Walker Red Label is an invitation to explore the world of whisky with a blend that's both approachable and engaging.",1,0,,,no,draft
Spirits/Cream Liquor,Johnnie Walker White,,SIMPLY ONE OF THE BEST,1,0,,,no,draft
Spirits/Cream Liquor,Hennesy VSOP,,"Indulge in the refined elegance of Hennessy V.S.O.P Cognac. This exquisite blend of eaux-de-vie offers a symphony of flavours, including notes of vanilla, oak, and a hint of fruitiness. With its velvety texture and complex character, Hennessy V.S.O.P is a testament to the art of Cognac making, inviting you to savour a moment of sophistication with every sip.""",1,0,,,no,draft
Spirits/Cream Liquor,Martell VSOP,,"Martell V.S.O.P is a testament to the art of brandy-making. Crafted with meticulous care, this exquisite blend of aged eaux-de-vie offers a harmonious balance of flavours. With its rich notes of oak, fruit, and subtle spices, Martell V.S.O.P invites you to savour the refined complexity of a well-crafted brandy, capturing the essence of indulgence in every sip.",1,0,,,no,draft
Spirits/Cream Liquor,Rémy Martin,,"Indulge in the epitome of Cognac elegance with Rémy Martin. Born from the prestigious vineyards of Cognac, France, this exquisite spirit captures the essence of luxury and tradition. With its exquisite blend of eaux-de-vie, Rémy Martin offers a symphony of flavours that dance across the palate, from rich fruit notes to hints of spice and oak. Elevate your moments with a glass of Rémy Martin, and embark on a journey through the artistry of Cognac craftsmanship.",1,0,,,no,draft
